age_in_years,days_tenure,length_of_residence,curr_ann_amt,good_credit,Churn
51,2419,0.0,1137.849977,1,0
58,2216,4.0,627.179384,1,0
46,1541,11.0,759.696748,0,0
73,3047,12.0,737.952678,1,0
78,221,7.0,1133.382932,1,1
41,2158,5.0,992.128563,1,1
59,1496,15.0,1132.008136,1,0
74,1861,3.0,975.270594,1,0
78,3307,10.0,677.575617,1,0
55,5621,12.0,1037.086195,0,0
71,1762,3.0,891.515325,1,0
51,6291,8.0,957.653094,0,0
45,6291,8.0,823.570678,0,0
46,6291,7.0,1261.669163,1,0
52,2480,9.0,990.186533,1,0
71,2919,4.0,881.522491,1,0
65,6291,3.0,1347.478823,1,0
55,4015,9.0,902.919596,1,0
54,131,3.0,835.554839,1,0
44,945,2.0,926.386454,1,1
59,303,15.0,1007.813152,0,0
72,6291,7.0,801.517371,1,0
32,103,15.0,1299.146159,1,1
42,5323,4.0,882.343556,0,0
80,5640,15.0,1299.353125,1,0
33,847,0.0,1442.083748,0,0
59,2248,3.0,706.373138,1,0
55,6022,2.0,671.921969,1,1
53,2596,15.0,691.253828,1,0
55,4416,2.0,902.524063,1,0
55,5621,6.0,1263.34501,1,0
55,4085,0.0,1020.562334,1,0
62,6291,15.0,678.706185,0,0
55,1362,13.0,972.745561,1,0
42,87,1.0,949.116154,0,1
55,1204,15.0,1240.63134,0,0
67,2682,11.0,695.666889,1,0
51,6291,15.0,718.865711,1,0
59,2257,13.0,822.567192,1,0
73,1820,15.0,927.980543,1,0
52,123,9.0,1103.117182,1,1
60,2312,0.0,891.012946,1,0
65,4279,15.0,1101.276264,0,0
58,6291,7.0,458.449762,1,0
29,2623,1.0,854.444859,0,0
48,221,7.0,1465.694321,1,0
38,747,2.0,927.529258,1,0
81,3452,5.0,709.905783,1,0
53,3903,3.0,1081.66873,0,0
52,6291,10.0,528.493084,1,0
64,6291,2.0,746.09533,1,0
75,6291,15.0,943.876121,1,0
71,1765,11.0,338.969767,1,0
39,3123,4.0,836.778663,1,1
65,5135,1.0,207.535575,1,0
45,982,15.0,711.866637,1,0
55,1204,1.0,1050.632123,0,0
69,188,0.0,591.970208,1,1
35,64,4.0,445.245533,1,0
43,3647,13.0,1219.038308,1,0
64,6291,6.801,525.73105,1,0
55,803,1.0,441.432263,1,0
52,5581,11.0,1231.893899,1,0
47,3246,15.0,779.526967,1,0
51,1091,1.0,634.474892,1,1
61,6291,12.0,582.783173,1,0
48,223,3.0,734.021565,1,0
40,5700,9.0,1163.388951,1,0
55,1220,3.0,1133.315505,1,0
55,161,0.0,533.464705,1,0
35,4830,6.0,1127.028066,1,0
67,180,8.0,960.522829,0,1
84,6291,9.0,1106.53896,1,0
36,593,2.0,776.496731,1,0
62,5628,15.0,814.00489,0,0
71,194,6.0,887.90883,1,0
42,89,5.0,785.194952,1,0
77,431,15.0,1032.084972,0,0
75,6291,15.0,947.841152,1,0
56,6291,6.0,718.257258,1,0
74,407,9.0,683.065653,1,0
49,116,15.0,1010.176253,1,0
44,3340,14.0,1000.679504,1,0
49,6291,14.0,1576.953871,1,1
80,4524,15.0,756.86215,1,0
36,4226,0.0,764.615452,1,0
53,1929,15.0,952.276611,1,0
80,2058,11.0,1032.439156,1,0
52,125,2.0,784.133954,1,1
57,2125,8.0,773.312516,1,1
45,3915,7.0,906.43902,1,0
54,5253,3.0,931.354088,1,0
66,4401,15.0,947.629512,1,0
51,2413,1.0,497.678832,1,0
71,1754,13.0,1221.08704,1,0
41,1249,0.0,1073.507488,1,0
95,283,1.0,1007.310507,1,0
54,1184,15.0,1127.008813,1,0
55,2810,0.0,795.961482,0,0
57,4304,8.0,753.100649,0,0
50,6291,7.0,718.304722,0,0
56,4222,15.0,973.300351,1,0
35,1564,4.0,816.253672,1,0
51,2389,14.0,1046.822068,1,0
54,133,4.0,800.678644,1,0
65,6291,6.801,816.859372,1,1
54,3985,2.0,609.433978,1,0
62,2403,8.0,959.073174,0,0
47,213,0.0,1057.873737,1,0
54,5950,11.0,1046.432288,1,0
46,1046,6.0,954.120437,1,0
47,6291,8.0,1281.027344,1,0
48,6291,6.801,1017.556102,0,0
62,6291,15.0,963.796618,1,0
79,446,6.0,1337.529356,1,0
54,3290,12.0,522.873551,1,0
44,6163,10.0,1193.82836,1,0
67,6291,4.0,562.976309,1,0
32,765,6.0,909.144392,1,0
82,6291,15.0,1320.254336,0,0
55,3212,3.0,919.267923,1,0
53,3866,8.0,980.770357,1,0
72,6291,1.0,557.631697,1,0
55,1204,11.0,1389.982495,1,0
34,907,1.0,1052.306774,1,0
42,2653,9.0,829.597309,1,0
81,5800,15.0,1293.637495,1,1
76,423,1.0,962.793697,1,0
56,3443,13.0,1020.47433,1,0
36,67,0.0,795.234752,1,0
60,306,1.0,917.776364,1,0
52,3766,6.0,1118.374442,1,0
55,723,8.0,925.14752,1,0
55,4818,0.0,804.432623,1,0
55,3614,3.0,591.779061,1,0
32,1594,13.0,794.810338,0,0
32,761,2.0,971.940356,1,1
69,1685,6.801,1071.125734,1,0
34,60,15.0,974.134002,1,0
46,104,0.0,740.629385,1,1
47,1577,8.0,938.236832,1,0
64,5098,9.0,812.317149,1,1
59,1511,1.0,786.769021,1,0
52,4383,6.0,1207.082025,1,0
56,2815,0.0,743.979269,1,0
43,2789,6.0,983.437866,0,0
27,1210,15.0,677.090676,1,0
57,143,15.0,716.756168,1,0
55,1204,5.0,583.831995,0,0
82,5861,0.0,735.038176,1,0
46,919,0.0,1223.741264,1,0
71,5792,3.0,729.911172,1,1
73,3019,10.0,934.787231,1,0
45,979,12.0,657.647568,1,0
41,3733,2.0,881.285282,1,1
64,1675,6.0,536.495439,1,0
54,2006,10.0,541.456089,1,0
63,3277,15.0,1259.537166,1,0
73,4001,2.0,743.250124,0,0
58,3693,8.0,748.086235,1,0
56,4915,10.0,710.415863,1,1
71,4903,15.0,642.093406,1,0
48,5034,14.0,403.43795,1,0
30,45,1.0,696.206557,0,1
76,1902,7.0,1054.451646,1,0
38,3391,6.0,1140.591453,1,0
54,1179,4.0,601.054872,1,0
79,6291,6.0,974.389254,1,0
53,5083,10.0,993.268172,1,0
75,209,2.0,976.026711,1,0
33,4032,2.0,1034.051626,1,0
53,6291,15.0,712.091392,1,0
63,165,15.0,1018.145435,1,1
48,1650,4.0,792.329443,1,0
55,723,1.0,705.922115,1,0
34,580,2.0,803.05454,0,0
61,6291,5.0,999.087481,1,0
59,6291,15.0,902.577299,1,0
55,4416,2.0,409.169637,0,0
55,135,7.0,918.891433,1,1
27,346,6.801,820.118723,1,0
53,6291,14.0,931.832506,1,0
37,2142,0.0,871.884864,1,0
55,723,3.0,1079.735814,0,0
44,1431,5.0,573.86322,1,0
83,3576,0.0,304.052628,1,0
55,4015,5.0,828.40286,1,0
55,161,12.0,1119.649862,1,1
62,162,6.0,753.087913,1,0
61,6291,10.0,1192.530289,1,0
35,2747,10.0,1383.669978,1,0
46,2576,6.0,558.083102,1,0
71,392,4.0,966.963764,0,1
48,1088,15.0,1763.382047,1,0
72,6291,3.0,716.696674,1,0
62,4051,6.0,935.828246,1,0
93,547,15.0,1121.017319,1,0
54,6291,15.0,1146.021474,1,0
51,4255,7.0,661.44257,1,0
61,4733,8.0,1131.859078,1,0
58,1305,4.0,1178.192126,0,0
68,2764,15.0,916.967873,1,0
57,3534,0.0,1018.106785,1,0
31,1494,6.0,912.234283,1,0
41,1726,2.0,926.340309,1,0
59,1351,14.0,1092.284446,1,0
32,53,2.0,952.783064,1,1
51,1828,6.0,725.69513,1,0
55,2008,15.0,976.466606,0,0
35,63,0.0,800.194556,0,1
69,1858,15.0,703.944608,1,0
57,5022,15.0,1086.566894,1,0
42,180,8.0,263.782047,1,0
69,187,4.0,1107.608357,1,0
51,5403,3.0,1005.175588,1,0
62,3259,15.0,1416.938268,1,1
40,5722,8.0,800.899241,1,0
46,208,15.0,1192.290239,1,0
52,3757,0.0,805.425131,1,0
43,2753,5.0,1065.253562,1,1
54,2627,9.0,882.218151,1,0
58,1319,15.0,850.311923,0,0
61,2344,2.0,1029.236995,1,0
71,4857,15.0,1270.889399,1,0
52,4351,10.0,590.790154,0,0
59,5288,4.0,991.969939,1,1
37,142,5.0,804.975247,1,1
33,489,2.0,936.319682,0,0
55,4818,1.0,868.689614,1,0
38,4898,3.0,755.675387,0,0
55,6022,5.0,929.754214,1,0
67,6291,15.0,1186.56458,1,0
34,598,3.0,748.437015,1,0
73,200,6.0,874.933543,0,0
73,406,15.0,1227.675489,1,0
59,1351,6.801,1154.483464,1,0
55,2008,3.0,718.404373,0,0
32,3097,13.0,1173.529556,1,0
53,3821,7.0,1028.281321,1,0
38,3391,7.0,930.042065,1,0
50,118,14.0,904.976509,0,0
60,3831,6.0,886.413023,1,0
39,787,12.0,614.860108,1,0
51,1796,11.0,1320.921412,0,0
60,1544,8.0,933.666266,1,0
37,6017,3.0,1319.834421,1,0
50,117,2.0,989.231293,1,1
54,264,6.0,923.926498,1,0
45,1463,15.0,943.43604,0,0
47,6291,10.0,652.697024,1,0
55,2008,12.0,718.281293,1,0
100,4479,10.0,1084.467102,1,0
55,2736,4.0,574.58596,1,0
38,6199,6.0,1169.278124,1,0
55,6022,1.0,1115.242975,1,0
55,5220,2.0,881.874559,0,0
48,1100,6.0,947.687667,1,0
94,277,7.0,984.377484,1,0
77,3252,15.0,1003.221996,1,0
54,133,9.0,1379.372852,1,0
71,196,15.0,1035.806319,1,0
41,5871,15.0,725.765814,0,0
41,3856,1.0,470.874856,1,0
46,6273,9.0,755.280151,1,0
77,4348,15.0,1034.935862,1,0
55,1204,6.0,1308.629458,1,0
52,4351,1.0,798.938734,0,0
62,5586,15.0,1131.366592,1,0
44,4253,4.0,946.082879,0,0
46,2060,7.0,1367.379616,1,0
38,4503,5.0,835.29075,1,0
55,3614,8.0,1126.879568,1,0
57,142,15.0,1297.938379,1,1
45,6291,5.0,564.288112,0,0
61,6291,15.0,825.333258,1,0
35,61,1.0,951.277446,1,0
66,2618,11.0,920.007949,1,0
29,85,7.0,636.529398,1,1
32,788,0.0,544.596895,1,0
57,5022,0.0,1000.248158,1,0
46,1024,7.0,1050.167451,1,0
71,2919,15.0,931.353082,1,0
58,147,15.0,918.127001,0,0
32,462,12.0,1472.75858,1,0
57,4250,15.0,1030.826665,1,0
83,237,1.0,1161.40841,1,0
55,5220,6.801,789.870857,0,0
76,6291,15.0,687.480616,1,0
43,93,3.0,709.857033,1,1
51,6291,2.0,705.087965,0,0
43,6044,11.0,1105.614054,0,0
44,853,15.0,1405.384398,1,0
83,6291,15.0,1398.7262,1,0
39,4648,6.0,741.469858,1,0
76,6291,15.0,1357.693105,1,0
43,3233,4.0,803.121749,1,0
54,6291,15.0,1363.507433,1,0
32,2673,14.0,799.040888,1,1
59,150,15.0,1262.3966,1,0
57,142,12.0,879.082169,1,1
54,1193,0.0,1121.982583,1,0
45,6291,9.0,1138.819446,1,0
69,3733,15.0,1394.278134,1,1
39,1891,0.0,1023.755481,0,0
60,6291,1.0,492.020566,1,0
44,3817,1.0,824.738395,1,0
63,5788,7.0,503.161802,1,0
40,3965,2.0,878.800449,1,0
54,5216,8.0,1062.271667,1,0
77,2177,15.0,1250.41209,1,1
43,6291,2.0,797.738061,1,0
55,6291,12.0,996.621083,1,0
68,6291,2.0,905.266727,1,0
70,6291,15.0,1180.737448,1,0
53,5155,4.0,1141.322859,1,0
35,3083,15.0,1153.934185,1,0
41,2989,6.0,830.483406,1,0
42,6291,8.0,926.170885,1,1
51,6291,7.0,703.181232,1,0
52,6291,2.0,629.305552,1,0
52,6291,10.0,1415.638339,0,0
49,6291,7.0,1557.384054,1,1
55,6291,4.0,966.035954,1,0
36,1007,3.0,1018.126248,1,0
41,4315,8.0,922.92014,1,0
38,3752,0.0,422.524102,1,0
29,42,9.0,1212.82791,1,0
63,1483,6.0,614.558913,1,0
54,3328,12.0,587.384744,1,0
59,2234,8.0,886.544453,1,0
44,862,15.0,1135.375489,0,0
68,1830,1.0,930.60562,1,0
42,4797,11.0,752.447846,1,0
57,5000,15.0,1279.501521,0,0
69,6291,2.0,571.031615,1,0
72,1982,13.0,1250.875177,1,0
67,362,15.0,1229.26011,1,0
45,4953,5.0,610.839473,1,1
46,1541,1.0,1011.641197,0,0
33,834,1.0,755.007746,1,0
55,135,0.0,1037.250128,1,0
26,1854,6.801,873.817644,1,0
36,650,5.0,1110.839057,1,1
43,5524,10.0,1105.09047,1,0
58,1477,2.0,729.547372,0,0
70,6291,13.0,895.984144,1,0
59,4496,15.0,1113.906093,1,0
58,290,12.0,1540.969376,0,0
43,3647,1.0,763.078058,1,0
60,309,5.0,875.931485,1,0
29,1220,0.0,711.341883,1,0
80,2036,11.0,1082.983739,1,1
87,507,2.0,759.332628,1,0
36,3341,2.0,1008.455747,0,0
55,3212,8.0,1107.310618,1,0
55,803,6.801,846.184294,1,0
73,6291,10.0,710.955703,1,0
35,4738,8.0,765.686975,1,0
37,708,13.0,340.900313,1,0
42,4048,15.0,1057.505557,1,0
45,1994,5.0,575.944171,1,0
44,4363,4.0,862.99643,1,0
60,2326,1.0,761.362127,1,0
54,4660,10.0,1117.964508,1,0
52,123,7.0,944.554942,1,1
60,4587,13.0,803.740117,1,0
70,384,7.0,910.018256,1,0
43,5080,9.0,832.518742,0,0
40,811,1.0,990.720395,0,0
55,2810,3.0,565.515734,1,0
49,3392,6.0,429.944846,0,0
43,93,0.0,1025.554242,1,1
41,1696,13.0,1118.670962,0,1
34,583,0.0,1272.163944,1,0
68,2764,2.0,810.215984,0,0
42,3127,10.0,863.943711,1,0
40,5175,6.0,776.844652,1,1
55,4022,4.0,787.254464,1,0
37,4101,7.0,762.4088,1,0
57,4990,4.0,802.523503,1,0
45,4893,7.0,1084.900672,1,0
59,2275,11.0,288.950496,1,0
44,2826,0.0,775.265991,0,0
57,4980,10.0,1230.716523,1,0
55,2008,3.0,851.465598,1,0
46,102,10.0,974.710036,1,0
32,1045,15.0,934.217511,0,0
71,1931,8.0,678.449955,1,1
40,3720,0.0,491.863275,1,0
56,2791,8.0,782.110722,1,0
55,5621,6.0,508.988304,1,1
35,957,4.0,991.559174,1,0
56,3443,15.0,887.110978,1,0
57,6291,11.0,1095.241801,1,0
64,5053,15.0,1264.47684,1,0
50,1188,1.0,847.462469,1,0
45,1491,1.0,838.104518,1,0
39,5674,1.0,704.540296,1,0
75,6291,2.0,1333.218783,1,1
46,102,6.801,1002.055556,1,0
56,3496,2.0,536.708248,1,0
49,5198,4.0,909.756024,1,0
35,125,1.0,847.10841,1,0
51,6291,10.0,1046.712189,1,0
63,4111,13.0,958.307125,1,0
77,6291,15.0,857.961019,1,0
59,1354,9.0,873.200682,1,0
95,6291,0.0,386.712591,1,0
87,251,15.0,1012.780225,1,0
63,165,11.0,1071.870334,1,1
33,3007,0.0,1089.853515,1,0
46,1046,10.0,1434.725106,1,1
47,108,7.0,826.316758,1,0
55,80,8.0,850.215549,1,1
79,225,2.0,1030.695577,1,0
33,3890,0.0,866.415118,1,0
41,5550,8.0,1121.969632,1,0
45,98,15.0,1179.558036,1,0
46,6163,9.0,1115.387738,1,0
30,862,3.0,913.658509,1,0
70,4720,11.0,1029.733245,1,0
39,76,4.0,1720.395849,1,0
66,4439,9.0,1098.939034,1,1
39,6291,11.0,851.477387,1,0
72,6291,15.0,1096.793799,1,0
53,6291,14.0,1211.704247,1,0
73,4025,5.0,1401.64905,1,0
59,2271,7.0,282.484825,1,0
53,3839,13.0,576.064063,1,0
58,4378,15.0,624.175344,0,0
61,2380,14.0,872.70472,1,0
50,2941,14.0,1089.741824,0,0
55,4416,3.0,1010.040859,1,0
53,6291,3.0,1242.415971,1,0
70,191,9.0,274.532223,1,0
47,1058,1.0,1122.223453,1,1
44,5689,11.0,1098.819875,1,0
55,6022,6.801,1156.321788,1,0
50,4149,6.0,604.844655,1,0
55,4015,1.0,849.274695,1,0
67,6291,6.0,1244.610844,1,0
43,5487,5.0,800.787608,1,0
58,5922,15.0,1239.30555,1,0
39,5466,1.0,1131.285226,1,0
36,3311,0.0,692.169718,1,0
76,3174,14.0,713.543666,1,0
66,177,2.0,902.20478,1,1
53,2535,11.0,1097.006404,1,0
34,3257,15.0,1109.348619,1,0
76,1918,15.0,990.791891,1,0
66,6139,15.0,1202.72915,1,0
51,1222,5.0,1104.191864,1,0
68,3648,3.0,978.398434,1,0
55,4015,5.0,905.210748,1,0
75,6275,1.0,657.537833,1,0
36,4922,2.0,446.796482,0,0
55,6291,15.0,999.251494,1,0
40,4795,6.0,792.74593,1,0
80,229,15.0,1037.623414,0,0
36,4084,2.0,577.361204,1,0
55,6022,8.0,1109.159117,1,0
72,199,3.0,1159.507331,0,0
39,152,3.0,880.122421,1,1
55,2409,0.0,827.823577,0,0
77,2180,15.0,1079.841349,0,0
55,5410,15.0,648.301372,0,0
48,5441,15.0,684.643277,0,0
40,5679,4.0,932.161458,1,0
70,189,8.0,731.773826,1,0
47,6291,4.0,529.570537,1,0
55,2047,15.0,449.164585,0,0
51,5457,1.0,621.576361,1,0
36,1349,15.0,1057.770287,0,0
78,220,15.0,864.068902,1,0
43,4143,6.0,1132.061223,1,0
94,6291,12.0,929.245424,1,1
56,3480,15.0,621.920705,1,0
72,1995,5.0,678.938051,1,0
55,4818,4.0,577.018252,1,0
55,80,8.0,784.115252,0,1
34,1197,0.0,506.262889,0,0
35,4648,6.801,555.739211,0,0
73,5078,15.0,677.914157,1,0
41,5490,4.0,991.287794,1,0
74,3074,3.0,961.018837,1,1
57,5751,4.0,510.638715,1,0
61,6291,4.0,1233.158591,1,0
49,1714,0.0,1088.025242,1,0
33,4750,0.0,974.660621,1,0
67,1606,9.0,1396.526075,1,0
64,2531,2.0,598.576553,1,0
60,5437,4.0,907.706409,1,0
59,6291,15.0,1160.957591,1,0
47,105,6.0,1269.456768,1,1
66,178,15.0,855.069764,1,0
84,2189,15.0,812.912398,1,0
72,2978,14.0,460.58503,1,0
48,5531,5.0,544.573663,1,0
46,2024,5.0,684.21338,1,0
47,108,9.0,1181.061655,1,1
52,4309,1.0,1187.652954,1,0
39,2733,2.0,588.993541,1,0
27,2075,6.801,701.067188,1,0
68,1833,11.0,651.522375,1,0
38,5446,0.0,1302.064831,1,0
55,6291,5.0,756.509639,1,0
55,723,4.0,941.300541,1,0
36,613,11.0,729.758548,1,0
41,2543,0.0,994.794457,1,1
52,246,4.0,820.239953,0,0
75,5260,6.0,892.199276,1,0
50,116,7.0,1160.541311,1,0
35,3205,2.0,804.929066,1,1
59,149,3.0,1113.093385,1,1
44,1409,9.0,981.997663,0,1
48,4364,2.0,854.117183,1,0
72,1776,15.0,1191.024161,0,0
48,1641,2.0,210.893252,1,0
64,5884,15.0,724.307855,0,0
52,4936,14.0,521.146928,1,0
35,569,5.0,699.982406,1,0
58,6291,12.0,1207.816561,1,0
64,1699,0.0,1122.432444,1,0
33,3281,15.0,887.138526,1,0
46,3100,7.0,1159.531506,1,0
75,210,15.0,1222.145357,1,1
41,854,9.0,1141.336977,1,0
56,6291,15.0,563.419494,1,0
55,161,3.0,763.243808,1,1
41,3318,1.0,868.389974,0,0
78,6291,2.0,760.622867,0,0
69,185,15.0,1281.282764,1,0
56,6291,8.0,346.06049,1,0
84,243,13.0,1509.816593,1,0
55,5220,15.0,931.535444,1,0
32,3635,0.0,823.853123,1,0
47,5850,5.0,988.534106,1,0
40,2861,11.0,776.954325,0,0
51,240,0.0,1008.805332,1,1
68,185,0.0,548.617355,1,1
43,92,6.0,850.115087,1,0
40,3996,15.0,1337.250856,1,0
55,803,1.0,881.277526,1,1
74,206,10.0,849.09525,1,0
46,1545,8.0,1073.516094,0,0
47,4732,6.801,920.461005,0,0
41,2967,0.0,959.012564,0,0
41,6291,2.0,656.531175,1,1
61,3143,7.0,1010.562625,1,0
66,1579,5.0,1123.657609,1,0
51,120,10.0,961.835619,1,0
74,3074,15.0,842.908762,1,0
50,4149,11.0,860.623651,1,0
59,151,15.0,701.545538,0,1
47,960,1.0,690.998484,1,0
55,5220,6.0,908.756037,1,0
76,1921,15.0,1050.748734,1,0
46,6291,6.0,955.941714,1,0
35,4738,4.0,936.325912,1,0
74,6291,9.0,1117.633426,1,0
75,6291,7.0,733.258226,1,1
54,6291,15.0,859.850178,1,1
49,2804,5.0,1008.127649,1,0
56,2107,6.0,1097.929797,1,0
68,5546,7.0,992.14305,1,0
55,2705,8.0,823.247662,1,0
66,177,14.0,1645.580357,1,0
33,3389,2.0,778.64726,1,0
65,6291,8.0,956.318834,1,0
55,6291,3.0,1159.733636,1,0
57,6291,15.0,1513.08714,1,0
85,6291,9.0,1153.313605,1,0
52,6291,9.0,1097.634354,1,0
81,6291,15.0,1156.679882,1,0
51,6291,6.801,967.191205,1,0
53,6291,0.0,882.36471,1,0
87,6291,0.0,1152.11836,1,0
55,6291,4.0,1282.237939,1,0
83,6291,13.0,930.139858,0,0
85,6291,14.0,1416.507125,1,0
69,6291,11.0,787.934164,1,0
68,6291,3.0,863.508497,1,0
75,6291,15.0,1238.193352,1,0
61,6291,5.0,1205.30201,1,0
71,6291,15.0,1541.231829,1,0
49,6291,0.0,1376.826241,1,0
65,6291,5.0,1127.100549,1,0
40,6291,7.0,1070.869988,1,0
54,6291,15.0,636.402341,1,1
83,6291,9.0,987.845323,1,0
69,6291,5.0,1139.655622,1,0
78,6291,15.0,1147.10548,1,0
43,6291,3.0,762.452572,1,0
96,287,15.0,908.396044,1,0
75,6291,8.0,1097.40228,1,0
72,6291,11.0,860.139448,1,0
55,161,0.0,638.503709,1,1
59,6291,15.0,1367.740185,1,0
63,6291,5.0,1152.528683,1,0
60,6291,8.0,855.11208,1,0
77,6291,2.0,1173.254295,1,0
57,288,6.0,1169.380588,1,0
90,2633,2.0,731.319266,0,0
61,2390,14.0,442.866027,1,0
81,6291,4.0,1095.241187,1,0
46,1036,10.0,1017.604604,1,0
55,1362,3.0,1081.373711,1,0
58,147,7.0,414.863754,1,1
43,1368,3.0,429.180134,1,0
38,2977,2.0,995.587708,1,0
37,70,3.0,1497.150958,0,1
76,2144,15.0,682.342029,1,0
107,2928,15.0,1007.59317,1,0
46,5683,6.0,1163.506754,1,0
53,4511,15.0,1281.882318,1,0
33,2734,1.0,1010.77832,0,0
40,4117,7.0,1225.760931,1,0
39,1176,4.0,666.045714,1,0
80,2041,8.0,708.90583,1,0
66,6291,6.0,1008.506129,0,0
42,180,6.0,1117.961098,0,0
43,1368,4.0,756.599859,1,0
30,3393,3.0,990.650821,1,0
44,4377,2.0,1045.986961,1,0
43,6291,3.0,130.493415,1,0
53,1292,5.0,1029.715303,1,0
32,2890,6.801,986.72815,1,0
62,4824,15.0,1225.717523,1,0
42,6084,6.0,1007.212169,1,0
52,6291,15.0,959.436054,0,0
55,2008,5.0,645.437086,0,0
49,1714,6.0,831.350473,0,0
68,368,4.0,1161.945728,1,0
55,2409,2.0,695.741625,1,0
54,6291,6.0,1094.47483,1,0
38,4094,7.0,433.988993,1,0
54,3298,15.0,670.218872,0,0
62,2431,11.0,832.863557,1,0
61,318,13.0,693.704157,1,0
38,1861,3.0,1108.036089,1,0
48,109,7.0,1153.767361,1,0
43,5887,1.0,715.020698,1,0
41,1665,4.0,576.342825,0,0
48,2720,10.0,928.519354,0,0
39,5016,15.0,611.45444,1,0
44,6291,9.0,732.641649,0,0
49,6291,2.0,1074.944281,1,0
50,1176,7.0,1035.077063,1,0
78,220,5.0,428.77114,0,0
95,282,6.0,1093.704649,1,0
60,153,8.0,718.476347,1,0
73,401,2.0,1471.31812,1,1
81,6291,2.0,1456.869252,0,0
98,6291,3.0,891.315816,1,0
68,2773,15.0,878.837675,1,0
75,6291,7.0,1110.131098,1,0
64,6291,15.0,1065.953675,1,0
71,6291,13.0,1043.346089,1,0
70,190,12.0,1323.458312,1,0
45,1000,6.801,1174.315974,0,0
69,4652,1.0,726.21997,1,0
55,4818,7.0,707.407954,1,0
72,1776,8.0,882.344828,0,0
56,141,7.0,1358.949997,1,1
29,2204,6.0,829.485295,1,0
66,6291,15.0,351.070199,1,0
66,6291,15.0,879.491695,1,1
55,2047,8.0,850.753031,1,0
58,2189,14.0,642.549315,1,1
56,140,9.0,998.589677,1,1
43,812,1.0,774.528023,1,0
55,6291,11.0,1334.680861,1,0
35,934,15.0,1660.841144,1,0
52,1127,3.0,1245.868589,1,0
87,2288,14.0,741.408174,1,0
62,161,5.0,782.105065,1,0
40,2861,1.0,634.366522,1,0
66,2636,14.0,700.718491,1,0
53,6291,15.0,1592.714307,1,0
42,1340,3.0,710.943882,1,0
57,1417,14.0,1083.245072,1,0
58,3693,8.0,734.517263,1,0
70,4796,15.0,1079.062812,1,1
62,1602,15.0,1021.783409,1,0
37,4101,9.0,1178.800395,1,0
45,1468,9.0,877.581754,1,0
34,2357,9.0,1340.109095,0,0
49,6291,4.0,1061.222876,1,1
43,834,3.0,929.749122,1,0
37,2087,1.0,964.592911,1,0
55,5621,5.0,579.951233,1,0
44,2355,0.0,419.263685,1,0
53,3885,7.0,510.401096,1,0
64,1681,3.0,924.255982,1,0
58,3686,2.0,687.868549,1,0
60,6177,15.0,573.515428,1,0
65,174,15.0,990.989099,1,1
55,5621,2.0,1232.059883,1,0
52,3085,3.0,741.473256,1,0
58,3640,1.0,960.073163,0,0
70,3776,15.0,804.112709,1,0
74,4110,15.0,588.797342,1,0
51,1837,9.0,889.209326,1,0
48,996,15.0,1262.712968,0,0
67,2690,0.0,670.01631,0,0
43,1386,6.0,1038.027829,1,0
77,4299,9.0,721.452563,1,0
42,177,2.0,968.190253,1,1
55,1204,5.0,1180.355597,1,1
63,1494,15.0,904.588167,1,0
49,228,0.0,820.304632,1,0
43,1399,8.0,834.514115,1,0
66,175,1.0,715.520208,0,0
47,960,8.0,478.097975,0,0
92,5419,15.0,932.134227,1,0
52,1869,11.0,1285.693259,1,0
55,1606,4.0,917.340822,1,0
40,2882,3.0,870.88106,1,0
44,97,5.0,941.426234,1,0
41,3761,6.0,573.349179,1,0
34,3850,2.0,1063.889874,0,0
51,122,7.0,1097.693293,1,0
55,6291,8.0,979.979951,1,0
43,90,2.0,739.326238,1,0
55,3212,4.0,874.369769,1,0
47,6291,14.0,812.970166,1,0
30,86,12.0,1025.979458,1,0
53,129,15.0,806.876279,1,1
55,1204,6.0,705.804275,0,0
94,6291,2.0,1265.647992,1,0
68,6291,2.0,1111.042337,1,0
58,291,4.0,1001.71228,1,1
53,1947,9.0,1387.193242,1,0
48,4401,5.0,1159.008846,1,0
51,4912,2.0,1264.96027,1,0
57,2864,9.0,453.894544,1,0
48,4937,6.801,1018.316929,1,0
40,799,0.0,987.365162,1,0
76,426,6.0,1117.44772,1,0
55,1204,1.0,1236.190583,1,0
32,788,2.0,811.093712,1,0
41,1702,5.0,1038.095177,0,0
70,5746,14.0,887.749313,1,0
75,4183,3.0,525.004249,1,0
85,3671,15.0,456.791761,1,0
55,4416,6.801,676.322929,1,0
44,2401,7.0,1145.485971,1,0
55,1204,10.0,998.965645,0,0
42,1762,6.0,1057.302742,1,0
70,2837,1.0,848.409344,1,0
39,157,8.0,1068.264734,0,0
34,544,15.0,1136.853724,1,0
41,6291,4.0,878.444507,0,0
51,1833,12.0,881.215446,1,0
51,5485,9.0,1161.961888,1,0
74,4141,13.0,569.535212,1,0
33,3389,15.0,552.341,1,0
57,5691,4.0,848.18803,1,0
53,128,1.0,721.98205,1,1
43,5965,3.0,818.113703,1,0
59,6291,4.0,614.30019,0,0
55,5220,8.0,965.620975,1,0
43,1372,15.0,1079.338507,1,0
54,6019,13.0,1157.878884,1,0
41,774,15.0,944.767473,1,0
56,3458,15.0,1048.26411,1,0
57,283,2.0,1327.87459,1,0
42,87,2.0,985.176089,1,1
36,1959,2.0,1352.763792,1,0
